area_name,area_code,date,new_cases,total_cases
Hillingdon,E09000017,2020-04-09,32.0,491.0
Ealing,E09000009,2020-04-09,30.0,700.0
Redbridge,E09000026,2020-04-09,33.0,516.0
Sutton,E09000029,2020-04-09,23.0,419.0
Bromley,E09000006,2020-04-10,24.0,779.0
Camden,E09000007,2020-04-10,9.0,434.0
Islington,E09000019,2020-04-10,4.0,338.0
Enfield,E09000010,2020-04-10,24.0,556.0
Merton,E09000024,2020-04-10,14.0,496.0
Barnet,E09000003,2020-04-10,21.0,957.0
Waltham Forest,E09000031,2020-04-10,24.0,547.0
Westminster,E09000033,2020-04-10,9.0,502.0
Haringey,E09000014,2020-04-10,11.0,433.0
Redbridge,E09000026,2020-04-10,11.0,527.0
Tower Hamlets,E09000030,2020-04-10,19.0,499.0
Sutton,E09000029,2020-04-10,14.0,433.0
Bexley,E09000004,2020-04-10,19.0,463.0
Brent,E09000005,2020-04-10,40.0,1018.0
Southwark,E09000028,2020-04-10,35.0,980.0
Lewisham,E09000023,2020-04-10,13.0,717.0
Croydon,E09000008,2020-04-10,25.0,1001.0
Lambeth,E09000022,2020-04-10,17.0,898.0
Ealing,E09000009,2020-04-10,45.0,745.0
Richmond upon Thames,E09000027,2020-04-10,12.0,286.0
Hillingdon,E09000017,2020-04-10,21.0,512.0
Wandsworth,E09000032,2020-04-10,29.0,754.0
Hammersmith and Fulham,E09000013,2020-04-10,17.0,391.0
Newham,E09000025,2020-04-10,24.0,767.0
Hounslow,E09000018,2020-04-10,16.0,489.0
Greenwich,E09000011,2020-04-10,19.0,500.0
Kingston upon Thames,E09000021,2020-04-10,10.0,297.0
Barking and Dagenham,E09000002,2020-04-10,11.0,347.0
Kensington and Chelsea,E09000020,2020-04-10,11.0,378.0
Harrow,E09000015,2020-04-10,27.0,659.0
Havering,E09000016,2020-04-10,26.0,475.0
Harrow,E09000015,2020-04-11,15.0,674.0
Bromley,E09000006,2020-04-11,25.0,804.0
Brent,E09000005,2020-04-11,22.0,1040.0
Greenwich,E09000011,2020-04-11,16.0,516.0
Lambeth,E09000022,2020-04-11,47.0,945.0
Kingston upon Thames,E09000021,2020-04-11,4.0,301.0
Croydon,E09000008,2020-04-11,23.0,1024.0
Camden,E09000007,2020-04-11,9.0,443.0
Ealing,E09000009,2020-04-11,26.0,771.0
Islington,E09000019,2020-04-11,4.0,342.0
Hammersmith and Fulham,E09000013,2020-04-11,4.0,395.0
Newham,E09000025,2020-04-11,30.0,797.0
Kensington and Chelsea,E09000020,2020-04-11,4.0,382.0
Hillingdon,E09000017,2020-04-11,17.0,529.0
Bexley,E09000004,2020-04-11,17.0,480.0
Lewisham,E09000023,2020-04-11,15.0,732.0
Richmond upon Thames,E09000027,2020-04-11,6.0,292.0
Barnet,E09000003,2020-04-11,20.0,977.0
Hounslow,E09000018,2020-04-11,9.0,498.0
Merton,E09000024,2020-04-11,18.0,514.0
Haringey,E09000014,2020-04-11,10.0,443.0
Waltham Forest,E09000031,2020-04-11,15.0,562.0
Barking and Dagenham,E09000002,2020-04-11,9.0,356.0
Tower Hamlets,E09000030,2020-04-11,14.0,513.0
Wandsworth,E09000032,2020-04-11,14.0,768.0
Sutton,E09000029,2020-04-11,20.0,453.0
Westminster,E09000033,2020-04-11,11.0,513.0
Havering,E09000016,2020-04-11,18.0,493.0
Southwark,E09000028,2020-04-11,29.0,1009.0
Redbridge,E09000026,2020-04-11,14.0,541.0
Enfield,E09000010,2020-04-11,22.0,578.0
Enfield,E09000010,2020-04-12,22.0,600.0
Newham,E09000025,2020-04-12,15.0,812.0
Ealing,E09000009,2020-04-12,28.0,799.0
Lewisham,E09000023,2020-04-12,19.0,751.0
Croydon,E09000008,2020-04-12,32.0,1056.0
Camden,E09000007,2020-04-12,8.0,451.0
Kensington and Chelsea,E09000020,2020-04-12,3.0,385.0
Sutton,E09000029,2020-04-12,9.0,462.0
Lambeth,E09000022,2020-04-12,17.0,962.0
Richmond upon Thames,E09000027,2020-04-12,11.0,303.0
Hillingdon,E09000017,2020-04-12,12.0,541.0
Bexley,E09000004,2020-04-12,12.0,492.0
Brent,E09000005,2020-04-12,27.0,1067.0
Haringey,E09000014,2020-04-12,12.0,455.0
Islington,E09000019,2020-04-12,7.0,349.0
Barnet,E09000003,2020-04-12,18.0,995.0
Redbridge,E09000026,2020-04-12,28.0,569.0
Hammersmith and Fulham,E09000013,2020-04-12,7.0,402.0
Merton,E09000024,2020-04-12,13.0,527.0
Hounslow,E09000018,2020-04-12,13.0,511.0
Kingston upon Thames,E09000021,2020-04-12,23.0,324.0
Tower Hamlets,E09000030,2020-04-12,15.0,528.0
Wandsworth,E09000032,2020-04-12,11.0,779.0
Westminster,E09000033,2020-04-12,9.0,522.0
Havering,E09000016,2020-04-12,24.0,517.0
Southwark,E09000028,2020-04-12,12.0,1021.0
Greenwich,E09000011,2020-04-12,15.0,531.0
Harrow,E09000015,2020-04-12,15.0,689.0
Bromley,E09000006,2020-04-12,13.0,817.0
Waltham Forest,E09000031,2020-04-12,22.0,584.0
Barking and Dagenham,E09000002,2020-04-12,18.0,374.0
Greenwich,E09000011,2020-04-13,12.0,543.0
Hammersmith and Fulham,E09000013,2020-04-13,9.0,411.0
Islington,E09000019,2020-04-13,7.0,356.0
Kensington and Chelsea,E09000020,2020-04-13,7.0,392.0
Redbridge,E09000026,2020-04-13,21.0,590.0
Merton,E09000024,2020-04-13,21.0,548.0
Waltham Forest,E09000031,2020-04-13,20.0,604.0
Bexley,E09000004,2020-04-13,12.0,504.0
Bromley,E09000006,2020-04-13,33.0,850.0
Camden,E09000007,2020-04-13,13.0,464.0
Tower Hamlets,E09000030,2020-04-13,17.0,545.0
Barnet,E09000003,2020-04-13,23.0,1018.0
Ealing,E09000009,2020-04-13,35.0,834.0
Haringey,E09000014,2020-04-13,17.0,472.0
Brent,E09000005,2020-04-13,26.0,1093.0
Enfield,E09000010,2020-04-13,14.0,614.0
Hounslow,E09000018,2020-04-13,9.0,520.0
Barking and Dagenham,E09000002,2020-04-13,18.0,392.0
Harrow,E09000015,2020-04-13,23.0,712.0
Richmond upon Thames,E09000027,2020-04-13,8.0,311.0
Lewisham,E09000023,2020-04-13,29.0,780.0
Croydon,E09000008,2020-04-13,26.0,1082.0
Kingston upon Thames,E09000021,2020-04-13,13.0,337.0
Havering,E09000016,2020-04-13,17.0,534.0
Wandsworth,E09000032,2020-04-13,17.0,796.0
Hillingdon,E09000017,2020-04-13,17.0,558.0
Lambeth,E09000022,2020-04-13,17.0,979.0
Sutton,E09000029,2020-04-13,57.0,519.0
Newham,E09000025,2020-04-13,20.0,832.0
Westminster,E09000033,2020-04-13,10.0,532.0
Southwark,E09000028,2020-04-13,25.0,1046.0
Islington,E09000019,2020-04-14,7.0,363.0
Harrow,E09000015,2020-04-14,17.0,729.0
Waltham Forest,E09000031,2020-04-14,23.0,627.0
Sutton,E09000029,2020-04-14,31.0,550.0
Havering,E09000016,2020-04-14,15.0,549.0
Redbridge,E09000026,2020-04-14,14.0,604.0
Kingston upon Thames,E09000021,2020-04-14,19.0,356.0
Tower Hamlets,E09000030,2020-04-14,8.0,553.0
Westminster,E09000033,2020-04-14,14.0,546.0
Greenwich,E09000011,2020-04-14,31.0,574.0
Southwark,E09000028,2020-04-14,21.0,1067.0
Ealing,E09000009,2020-04-14,27.0,861.0
Bromley,E09000006,2020-04-14,22.0,872.0
Newham,E09000025,2020-04-14,17.0,849.0
Wandsworth,E09000032,2020-04-14,23.0,819.0
Hammersmith and Fulham,E09000013,2020-04-14,9.0,420.0
Haringey,E09000014,2020-04-14,10.0,482.0
Bexley,E09000004,2020-04-14,25.0,529.0
Kensington and Chelsea,E09000020,2020-04-14,7.0,399.0
Enfield,E09000010,2020-04-14,38.0,652.0
Hillingdon,E09000017,2020-04-14,17.0,575.0
Barking and Dagenham,E09000002,2020-04-14,14.0,406.0
Brent,E09000005,2020-04-14,32.0,1125.0
Lambeth,E09000022,2020-04-14,11.0,990.0
Camden,E09000007,2020-04-14,9.0,473.0
Barnet,E09000003,2020-04-14,21.0,1039.0
Croydon,E09000008,2020-04-14,51.0,1133.0
Richmond upon Thames,E09000027,2020-04-14,9.0,320.0
Merton,E09000024,2020-04-14,13.0,561.0
Hounslow,E09000018,2020-04-14,22.0,542.0
Lewisham,E09000023,2020-04-14,16.0,796.0
Lambeth,E09000022,2020-04-15,24.0,1014.0
Havering,E09000016,2020-04-15,21.0,570.0
Bexley,E09000004,2020-04-15,19.0,548.0
Tower Hamlets,E09000030,2020-04-15,14.0,567.0
Barking and Dagenham,E09000002,2020-04-15,12.0,418.0
Greenwich,E09000011,2020-04-15,16.0,590.0
Wandsworth,E09000032,2020-04-15,20.0,839.0
Harrow,E09000015,2020-04-15,17.0,746.0
Hounslow,E09000018,2020-04-15,17.0,559.0
Enfield,E09000010,2020-04-15,15.0,667.0
Kensington and Chelsea,E09000020,2020-04-15,6.0,405.0
Southwark,E09000028,2020-04-15,27.0,1094.0
Croydon,E09000008,2020-04-15,43.0,1176.0
Barnet,E09000003,2020-04-15,24.0,1063.0
Waltham Forest,E09000031,2020-04-15,30.0,657.0
Hammersmith and Fulham,E09000013,2020-04-15,30.0,450.0
Redbridge,E09000026,2020-04-15,12.0,616.0
Westminster,E09000033,2020-04-15,15.0,561.0
Merton,E09000024,2020-04-15,14.0,575.0
Ealing,E09000009,2020-04-15,44.0,905.0
Haringey,E09000014,2020-04-15,14.0,496.0
Islington,E09000019,2020-04-15,10.0,373.0
Hillingdon,E09000017,2020-04-15,22.0,597.0
Camden,E09000007,2020-04-15,21.0,494.0
Newham,E09000025,2020-04-15,17.0,866.0
Sutton,E09000029,2020-04-15,34.0,584.0
Lewisham,E09000023,2020-04-15,25.0,821.0
Bromley,E09000006,2020-04-15,26.0,898.0
Brent,E09000005,2020-04-15,30.0,1155.0
Richmond upon Thames,E09000027,2020-04-15,9.0,329.0
Kingston upon Thames,E09000021,2020-04-15,17.0,373.0
Hillingdon,E09000017,2020-04-16,19.0,616.0
Harrow,E09000015,2020-04-16,23.0,769.0
Lewisham,E09000023,2020-04-16,17.0,838.0
Hammersmith and Fulham,E09000013,2020-04-16,25.0,475.0
Islington,E09000019,2020-04-16,7.0,380.0
Bexley,E09000004,2020-04-16,23.0,571.0
Kensington and Chelsea,E09000020,2020-04-16,9.0,414.0
Richmond upon Thames,E09000027,2020-04-16,11.0,340.0
Waltham Forest,E09000031,2020-04-16,13.0,670.0
Redbridge,E09000026,2020-04-16,16.0,632.0
Ealing,E09000009,2020-04-16,25.0,930.0
Tower Hamlets,E09000030,2020-04-16,12.0,579.0
Haringey,E09000014,2020-04-16,5.0,501.0
Greenwich,E09000011,2020-04-16,13.0,603.0
Newham,E09000025,2020-04-16,16.0,882.0
Sutton,E09000029,2020-04-16,23.0,607.0
Brent,E09000005,2020-04-16,40.0,1195.0
Merton,E09000024,2020-04-16,14.0,589.0
Barnet,E09000003,2020-04-16,20.0,1083.0
Southwark,E09000028,2020-04-16,22.0,1116.0
Wandsworth,E09000032,2020-04-16,20.0,859.0
Hounslow,E09000018,2020-04-16,17.0,576.0
Lambeth,E09000022,2020-04-16,21.0,1035.0
Kingston upon Thames,E09000021,2020-04-16,20.0,393.0
Camden,E09000007,2020-04-16,11.0,505.0
Enfield,E09000010,2020-04-16,22.0,689.0
Bromley,E09000006,2020-04-16,29.0,927.0
Croydon,E09000008,2020-04-16,34.0,1210.0
Westminster,E09000033,2020-04-16,10.0,571.0
Havering,E09000016,2020-04-16,22.0,592.0
Barking and Dagenham,E09000002,2020-04-16,12.0,430.0
Richmond upon Thames,E09000027,2020-04-17,7.0,347.0
Waltham Forest,E09000031,2020-04-17,11.0,681.0
Brent,E09000005,2020-04-17,38.0,1233.0
Islington,E09000019,2020-04-17,12.0,392.0
Ealing,E09000009,2020-04-17,22.0,952.0
Sutton,E09000029,2020-04-17,24.0,631.0
Barking and Dagenham,E09000002,2020-04-17,10.0,440.0
Lambeth,E09000022,2020-04-17,12.0,1047.0
Camden,E09000007,2020-04-17,11.0,516.0
Tower Hamlets,E09000030,2020-04-17,3.0,582.0
Redbridge,E09000026,2020-04-17,20.0,652.0
Newham,E09000025,2020-04-17,16.0,898.0
Bromley,E09000006,2020-04-17,26.0,953.0
Haringey,E09000014,2020-04-17,7.0,508.0
Greenwich,E09000011,2020-04-17,12.0,615.0
Croydon,E09000008,2020-04-17,34.0,1244.0
Hillingdon,E09000017,2020-04-17,33.0,649.0
Hammersmith and Fulham,E09000013,2020-04-17,17.0,492.0
Havering,E09000016,2020-04-17,10.0,602.0
Lewisham,E09000023,2020-04-17,29.0,867.0
Westminster,E09000033,2020-04-17,8.0,579.0
Merton,E09000024,2020-04-17,21.0,610.0
Southwark,E09000028,2020-04-17,16.0,1132.0
Enfield,E09000010,2020-04-17,36.0,725.0
Harrow,E09000015,2020-04-17,27.0,796.0
Bexley,E09000004,2020-04-17,19.0,590.0
Kingston upon Thames,E09000021,2020-04-17,22.0,415.0
Hounslow,E09000018,2020-04-17,18.0,594.0
Wandsworth,E09000032,2020-04-17,21.0,880.0
Barnet,E09000003,2020-04-17,21.0,1104.0
Kensington and Chelsea,E09000020,2020-04-17,8.0,422.0
Islington,E09000019,2020-04-18,4.0,396.0
Wandsworth,E09000032,2020-04-18,13.0,893.0
Haringey,E09000014,2020-04-18,4.0,512.0
Hillingdon,E09000017,2020-04-18,21.0,670.0
Southwark,E09000028,2020-04-18,17.0,1149.0
Sutton,E09000029,2020-04-18,19.0,650.0
Kingston upon Thames,E09000021,2020-04-18,20.0,435.0
Redbridge,E09000026,2020-04-18,7.0,659.0
Havering,E09000016,2020-04-18,11.0,613.0
Hammersmith and Fulham,E09000013,2020-04-18,4.0,496.0
Tower Hamlets,E09000030,2020-04-18,6.0,588.0
Kensington and Chelsea,E09000020,2020-04-18,6.0,428.0
Croydon,E09000008,2020-04-18,33.0,1277.0
Waltham Forest,E09000031,2020-04-18,15.0,696.0
Barnet,E09000003,2020-04-18,15.0,1119.0
Bromley,E09000006,2020-04-18,15.0,968.0
Greenwich,E09000011,2020-04-18,10.0,625.0
Brent,E09000005,2020-04-18,28.0,1261.0
Richmond upon Thames,E09000027,2020-04-18,6.0,353.0
Barking and Dagenham,E09000002,2020-04-18,7.0,447.0
Camden,E09000007,2020-04-18,15.0,531.0
Hounslow,E09000018,2020-04-18,14.0,608.0
Enfield,E09000010,2020-04-18,17.0,742.0
Lewisham,E09000023,2020-04-18,6.0,873.0
Bexley,E09000004,2020-04-18,10.0,600.0
Lambeth,E09000022,2020-04-18,17.0,1064.0
Merton,E09000024,2020-04-18,9.0,619.0
Westminster,E09000033,2020-04-18,3.0,582.0
Ealing,E09000009,2020-04-18,19.0,971.0
Harrow,E09000015,2020-04-18,15.0,811.0
Newham,E09000025,2020-04-18,9.0,907.0
Newham,E09000025,2020-04-19,8.0,915.0
Merton,E09000024,2020-04-19,13.0,632.0
Tower Hamlets,E09000030,2020-04-19,6.0,594.0
Harrow,E09000015,2020-04-19,27.0,838.0
Hillingdon,E09000017,2020-04-19,24.0,694.0
Bexley,E09000004,2020-04-19,21.0,621.0
Lewisham,E09000023,2020-04-19,11.0,884.0
Sutton,E09000029,2020-04-19,13.0,663.0
Richmond upon Thames,E09000027,2020-04-19,11.0,364.0
Wandsworth,E09000032,2020-04-19,4.0,897.0
Havering,E09000016,2020-04-19,15.0,628.0
Southwark,E09000028,2020-04-19,5.0,1154.0
Kingston upon Thames,E09000021,2020-04-19,10.0,445.0
Hounslow,E09000018,2020-04-19,23.0,631.0
Islington,E09000019,2020-04-19,1.0,397.0
Camden,E09000007,2020-04-19,6.0,537.0
Greenwich,E09000011,2020-04-19,8.0,633.0
Croydon,E09000008,2020-04-19,14.0,1291.0
Bromley,E09000006,2020-04-19,13.0,981.0
Barking and Dagenham,E09000002,2020-04-19,15.0,462.0
Brent,E09000005,2020-04-19,21.0,1282.0
Enfield,E09000010,2020-04-19,13.0,755.0
Hammersmith and Fulham,E09000013,2020-04-19,6.0,502.0
Lambeth,E09000022,2020-04-19,11.0,1075.0
Redbridge,E09000026,2020-04-19,8.0,667.0
Westminster,E09000033,2020-04-19,4.0,586.0
Haringey,E09000014,2020-04-19,17.0,529.0
Ealing,E09000009,2020-04-19,17.0,988.0
Kensington and Chelsea,E09000020,2020-04-19,1.0,429.0
Barnet,E09000003,2020-04-19,21.0,1140.0
Waltham Forest,E09000031,2020-04-19,19.0,715.0
Southwark,E09000028,2020-04-20,11.0,1165.0
Hillingdon,E09000017,2020-04-20,25.0,719.0
Sutton,E09000029,2020-04-20,11.0,674.0
Enfield,E09000010,2020-04-20,31.0,786.0
Greenwich,E09000011,2020-04-20,10.0,643.0
Kingston upon Thames,E09000021,2020-04-20,10.0,455.0
Kensington and Chelsea,E09000020,2020-04-20,7.0,436.0
Islington,E09000019,2020-04-20,12.0,409.0
Waltham Forest,E09000031,2020-04-20,15.0,730.0
Camden,E09000007,2020-04-20,8.0,545.0
Ealing,E09000009,2020-04-20,24.0,1012.0
Croydon,E09000008,2020-04-20,26.0,1317.0
Barking and Dagenham,E09000002,2020-04-20,7.0,469.0
Newham,E09000025,2020-04-20,9.0,924.0
Lambeth,E09000022,2020-04-20,15.0,1090.0
Wandsworth,E09000032,2020-04-20,10.0,907.0
Hounslow,E09000018,2020-04-20,14.0,645.0
Bexley,E09000004,2020-04-20,14.0,635.0
Hammersmith and Fulham,E09000013,2020-04-20,10.0,512.0
Redbridge,E09000026,2020-04-20,17.0,684.0
Tower Hamlets,E09000030,2020-04-20,12.0,606.0
Bromley,E09000006,2020-04-20,19.0,1000.0
Merton,E09000024,2020-04-20,14.0,646.0
Westminster,E09000033,2020-04-20,4.0,590.0
Haringey,E09000014,2020-04-20,5.0,534.0
Brent,E09000005,2020-04-20,16.0,1298.0
Lewisham,E09000023,2020-04-20,14.0,898.0
Richmond upon Thames,E09000027,2020-04-20,6.0,370.0
Havering,E09000016,2020-04-20,14.0,642.0
Barnet,E09000003,2020-04-20,14.0,1154.0
Harrow,E09000015,2020-04-20,17.0,855.0
Croydon,E09000008,2020-04-21,24.0,1341.0
Haringey,E09000014,2020-04-21,11.0,545.0
Sutton,E09000029,2020-04-21,17.0,691.0
Richmond upon Thames,E09000027,2020-04-21,10.0,380.0
Bromley,E09000006,2020-04-21,11.0,1011.0
Barking and Dagenham,E09000002,2020-04-21,14.0,483.0
Wandsworth,E09000032,2020-04-21,9.0,916.0
Hammersmith and Fulham,E09000013,2020-04-21,19.0,531.0
Lambeth,E09000022,2020-04-21,12.0,1102.0
Kensington and Chelsea,E09000020,2020-04-21,6.0,442.0
Westminster,E09000033,2020-04-21,3.0,593.0
Ealing,E09000009,2020-04-21,21.0,1033.0
Camden,E09000007,2020-04-21,6.0,551.0
Waltham Forest,E09000031,2020-04-21,8.0,738.0
Merton,E09000024,2020-04-21,13.0,659.0
Harrow,E09000015,2020-04-21,28.0,883.0
Islington,E09000019,2020-04-21,4.0,413.0
Hounslow,E09000018,2020-04-21,22.0,667.0
Kingston upon Thames,E09000021,2020-04-21,16.0,471.0
Brent,E09000005,2020-04-21,20.0,1318.0
Newham,E09000025,2020-04-21,12.0,936.0
Lewisham,E09000023,2020-04-21,31.0,929.0
Enfield,E09000010,2020-04-21,24.0,810.0
Redbridge,E09000026,2020-04-21,15.0,699.0
Southwark,E09000028,2020-04-21,18.0,1183.0
Barnet,E09000003,2020-04-21,27.0,1181.0
Hillingdon,E09000017,2020-04-21,14.0,733.0
Tower Hamlets,E09000030,2020-04-21,10.0,616.0
Bexley,E09000004,2020-04-21,15.0,650.0
Greenwich,E09000011,2020-04-21,10.0,653.0
Havering,E09000016,2020-04-21,10.0,652.0
Southwark,E09000028,2020-04-22,5.0,1188.0
Barnet,E09000003,2020-04-22,11.0,1192.0
Haringey,E09000014,2020-04-22,7.0,552.0
Camden,E09000007,2020-04-22,8.0,559.0
Croydon,E09000008,2020-04-22,27.0,1368.0
Bromley,E09000006,2020-04-22,14.0,1025.0
Barking and Dagenham,E09000002,2020-04-22,9.0,492.0
Wandsworth,E09000032,2020-04-22,6.0,922.0
Kensington and Chelsea,E09000020,2020-04-22,17.0,459.0
Brent,E09000005,2020-04-22,17.0,1335.0
Greenwich,E09000011,2020-04-22,14.0,667.0
Westminster,E09000033,2020-04-22,2.0,595.0
Islington,E09000019,2020-04-22,3.0,416.0
Hounslow,E09000018,2020-04-22,9.0,676.0
Hammersmith and Fulham,E09000013,2020-04-22,23.0,554.0
Kingston upon Thames,E09000021,2020-04-22,10.0,481.0
Havering,E09000016,2020-04-22,12.0,664.0
Ealing,E09000009,2020-04-22,15.0,1048.0
Merton,E09000024,2020-04-22,8.0,667.0
Enfield,E09000010,2020-04-22,26.0,836.0
Harrow,E09000015,2020-04-22,20.0,903.0
Waltham Forest,E09000031,2020-04-22,9.0,747.0
Redbridge,E09000026,2020-04-22,17.0,716.0
Richmond upon Thames,E09000027,2020-04-22,3.0,383.0
Bexley,E09000004,2020-04-22,18.0,668.0
Newham,E09000025,2020-04-22,16.0,952.0
Hillingdon,E09000017,2020-04-22,16.0,749.0
Tower Hamlets,E09000030,2020-04-22,7.0,623.0
Sutton,E09000029,2020-04-22,18.0,709.0
Lewisham,E09000023,2020-04-22,7.0,936.0
Lambeth,E09000022,2020-04-22,16.0,1118.0
Waltham Forest,E09000031,2020-04-23,14.0,761.0
Harrow,E09000015,2020-04-23,18.0,921.0
Havering,E09000016,2020-04-23,14.0,678.0
Wandsworth,E09000032,2020-04-23,11.0,933.0
Sutton,E09000029,2020-04-23,16.0,725.0
Richmond upon Thames,E09000027,2020-04-23,4.0,387.0
Tower Hamlets,E09000030,2020-04-23,11.0,634.0
Ealing,E09000009,2020-04-23,18.0,1066.0
Barking and Dagenham,E09000002,2020-04-23,11.0,503.0
Hounslow,E09000018,2020-04-23,15.0,691.0
Redbridge,E09000026,2020-04-23,14.0,730.0
Barnet,E09000003,2020-04-23,19.0,1211.0
Southwark,E09000028,2020-04-23,13.0,1201.0
Merton,E09000024,2020-04-23,10.0,677.0
Bromley,E09000006,2020-04-23,38.0,1063.0
Bexley,E09000004,2020-04-23,14.0,682.0
Croydon,E09000008,2020-04-23,33.0,1401.0
Hammersmith and Fulham,E09000013,2020-04-23,51.0,605.0
Enfield,E09000010,2020-04-23,26.0,862.0
Brent,E09000005,2020-04-23,16.0,1351.0
Newham,E09000025,2020-04-23,17.0,969.0
Greenwich,E09000011,2020-04-23,12.0,679.0
Hillingdon,E09000017,2020-04-23,20.0,769.0
Lambeth,E09000022,2020-04-23,23.0,1141.0
Haringey,E09000014,2020-04-23,13.0,565.0
Westminster,E09000033,2020-04-23,7.0,602.0
Kingston upon Thames,E09000021,2020-04-23,18.0,499.0
Kensington and Chelsea,E09000020,2020-04-23,6.0,465.0
Lewisham,E09000023,2020-04-23,15.0,951.0
Islington,E09000019,2020-04-23,8.0,424.0
Camden,E09000007,2020-04-23,11.0,570.0
Merton,E09000024,2020-04-24,14.0,691.0
Enfield,E09000010,2020-04-24,26.0,888.0
Bromley,E09000006,2020-04-24,23.0,1086.0
Croydon,E09000008,2020-04-24,25.0,1426.0
Ealing,E09000009,2020-04-24,22.0,1088.0
Haringey,E09000014,2020-04-24,9.0,574.0
Tower Hamlets,E09000030,2020-04-24,3.0,637.0
Sutton,E09000029,2020-04-24,11.0,736.0
Hammersmith and Fulham,E09000013,2020-04-24,10.0,615.0
Islington,E09000019,2020-04-24,4.0,428.0
Barnet,E09000003,2020-04-24,17.0,1228.0
Westminster,E09000033,2020-04-24,7.0,609.0
Havering,E09000016,2020-04-24,11.0,689.0
Harrow,E09000015,2020-04-24,15.0,936.0
Lewisham,E09000023,2020-04-24,11.0,962.0
Greenwich,E09000011,2020-04-24,14.0,693.0
Brent,E09000005,2020-04-24,16.0,1367.0
Hillingdon,E09000017,2020-04-24,13.0,782.0
Kensington and Chelsea,E09000020,2020-04-24,0.0,465.0
Newham,E09000025,2020-04-24,11.0,980.0
Lambeth,E09000022,2020-04-24,12.0,1153.0
Bexley,E09000004,2020-04-24,19.0,701.0
Wandsworth,E09000032,2020-04-24,12.0,945.0
Richmond upon Thames,E09000027,2020-04-24,5.0,392.0
Hounslow,E09000018,2020-04-24,18.0,709.0
Kingston upon Thames,E09000021,2020-04-24,7.0,506.0
Southwark,E09000028,2020-04-24,12.0,1213.0
Waltham Forest,E09000031,2020-04-24,15.0,776.0
Camden,E09000007,2020-04-24,4.0,574.0
Redbridge,E09000026,2020-04-24,5.0,735.0
Barking and Dagenham,E09000002,2020-04-24,3.0,506.0
Lewisham,E09000023,2020-04-25,13.0,975.0
Waltham Forest,E09000031,2020-04-25,9.0,785.0
Enfield,E09000010,2020-04-25,27.0,915.0
Hillingdon,E09000017,2020-04-25,11.0,793.0
Bromley,E09000006,2020-04-25,22.0,1108.0
Newham,E09000025,2020-04-25,14.0,994.0
Hounslow,E09000018,2020-04-25,21.0,730.0
Islington,E09000019,2020-04-25,1.0,429.0
Havering,E09000016,2020-04-25,11.0,700.0
Southwark,E09000028,2020-04-25,3.0,1216.0
Bexley,E09000004,2020-04-25,15.0,716.0
Tower Hamlets,E09000030,2020-04-25,12.0,649.0
Harrow,E09000015,2020-04-25,19.0,955.0
Lambeth,E09000022,2020-04-25,8.0,1161.0
Sutton,E09000029,2020-04-25,9.0,745.0
Ealing,E09000009,2020-04-25,16.0,1104.0
Richmond upon Thames,E09000027,2020-04-25,4.0,396.0
Merton,E09000024,2020-04-25,11.0,702.0
Greenwich,E09000011,2020-04-25,10.0,703.0
Hammersmith and Fulham,E09000013,2020-04-25,3.0,618.0
Camden,E09000007,2020-04-25,7.0,581.0
Westminster,E09000033,2020-04-25,4.0,613.0
Redbridge,E09000026,2020-04-25,10.0,745.0
Croydon,E09000008,2020-04-25,14.0,1440.0
Kingston upon Thames,E09000021,2020-04-25,5.0,511.0
Wandsworth,E09000032,2020-04-25,7.0,952.0
Haringey,E09000014,2020-04-25,9.0,583.0
Kensington and Chelsea,E09000020,2020-04-25,5.0,470.0
Barking and Dagenham,E09000002,2020-04-25,7.0,513.0
Barnet,E09000003,2020-04-25,11.0,1239.0
Brent,E09000005,2020-04-25,14.0,1381.0
Brent,E09000005,2020-04-26,13.0,1394.0
Southwark,E09000028,2020-04-26,10.0,1226.0
Islington,E09000019,2020-04-26,7.0,436.0
Bromley,E09000006,2020-04-26,13.0,1121.0
Waltham Forest,E09000031,2020-04-26,12.0,797.0
Westminster,E09000033,2020-04-26,5.0,618.0
Hammersmith and Fulham,E09000013,2020-04-26,5.0,623.0
Haringey,E09000014,2020-04-26,7.0,590.0
Croydon,E09000008,2020-04-26,22.0,1462.0
Redbridge,E09000026,2020-04-26,14.0,759.0
Tower Hamlets,E09000030,2020-04-26,7.0,656.0
Havering,E09000016,2020-04-26,8.0,708.0
Kingston upon Thames,E09000021,2020-04-26,5.0,516.0
Enfield,E09000010,2020-04-26,17.0,932.0
Harrow,E09000015,2020-04-26,14.0,969.0
Sutton,E09000029,2020-04-26,13.0,758.0
Barnet,E09000003,2020-04-26,17.0,1256.0
Greenwich,E09000011,2020-04-26,11.0,714.0
Lambeth,E09000022,2020-04-26,9.0,1170.0
Ealing,E09000009,2020-04-26,18.0,1122.0
Hillingdon,E09000017,2020-04-26,14.0,807.0
Camden,E09000007,2020-04-26,2.0,583.0
Bexley,E09000004,2020-04-26,5.0,721.0
Merton,E09000024,2020-04-26,5.0,707.0
Lewisham,E09000023,2020-04-26,7.0,982.0
Richmond upon Thames,E09000027,2020-04-26,1.0,397.0
Wandsworth,E09000032,2020-04-26,7.0,959.0
Newham,E09000025,2020-04-26,7.0,1001.0
Hounslow,E09000018,2020-04-26,15.0,745.0
